Description
VZJ95R GXL Wagon 8st 5dr Auto 4sp 4x4 3.4i
AU Forte Sedan 4dr Auto 4sp 4.0i
VE MY09.5 Omega Sedan 4dr. Auto 4sp 3.6i
VT Executive Sedan 4dr. Auto 4sp 3.8i
NHP10R Hatchback 5dr E-CVT 1sp 1.5i/45kW Hybrid
G3 MY09 WRX Hatchback 5dr Man 5sp AWD 2.5T
ZRE152R Ascent Sedan 4dr Auto 4sp 1.8i
T5 MY10 Van Low Roof LWB 4dr DSG 7sp 1185kg 2.0DTT (132kW)
AU Forte Wagon 5dr Auto 4sp 4.0i
VX II Sedan 4dr. Auto 4sp 3.8SC
CG Series II 7 LX Wagon 7st 5dr. Spts Auto 6sp AWD 3.0i
ACM21R GLX Wagon 7st 4dr Auto 4sp 2.4i
ACR30R GLi Wagon 8st 5dr Auto 4sp 2.4i
RZH103R Van SWB 4dr Man 5sp 1000kg 2.4
RZH103R Van SWB 4dr Auto 4sp 1000kg 2.4
CE GLi Coupe 2dr Auto 4sp 1.5i
VX II Acclaim Sedan 4dr. Auto 4sp 3.8i
NCP10R Hatchback 3dr Auto 4sp 1.3i
ZRE152R Ascent Hatchback 5dr Auto 4sp 1.8i
RA MY05 LX Utility Crew Cab 4dr. Man 5sp 1115kg 3.5i
CE2 MR Coupe 2dr Man 5sp 1.8i
TGN16R MY10 Workmate Cab Chassis Single Cab 2dr Man 5sp 1315kg 2.7i
WN MY14 Sedan 4dr. Spts Auto 6sp 3.6Gi
AGZ15R NX200t F Sport Wagon 5dr Spts Auto 6sp AWD 2.0T
WT LX Sedan 4dr PwrShift 6sp 1.6i
2H MY13 TDI400 Trendline Utility Dual Cab 4dr Man 6sp 4MOT 1022kg 2.0DTT
B5A MY11 2.5i Premium Wagon 5dr Lineartronic 6sp AWD
T31 Series IV ST-L Wagon 5dr CVT 1sp 4x4 2.5i
PX XL Utility Double Cab 4dr Spts Auto 6sp 4x4 1114kg 3.2DT
SXV20R CSi Wagon 5dr Auto 4sp 2.2i
VX Sedan 4dr. Auto 4sp 3.8i
TB10A4 MY11 Grand Touring Wagon 7st 5dr Spts Auto 6sp 4WD 3.7i
L320 MY11 TDV6 Wagon 5dr Spts Auto 6sp 4x4 3.0DTT
VY II Sedan 4dr. Auto 4sp 3.8i
PJ XL Hi-Rider Utility Crew Cab 4dr Auto 5sp 1139kg 3.0DT
ACA33R MY09 CV Wagon 5dr Auto 4sp 4x4 2.4i
PK XL Hi-Rider Cab Chassis Super Cab 4dr Man 5sp 1172kg 3.0DT
ASV50R Atara SL Sedan 4dr Spts Auto 6sp 2.5i
ASV50R Atara S Sedan 4dr Spts Auto 6sp 2.5i
BF Mk II Futura Sedan 4dr Spts Auto 4sp 4.0i
D40 S6 ST Utility Dual Cab 4dr Man 6sp 4x4 808kg 2.5DT
TF MY02 LX Utility Crew Cab 4dr. Auto 4sp 1130kg 3.2i
PX XL Cab Chassis Super Cab 4dr Man 6sp 4x4 1330kg 3.2DT
VT II Berlina Sedan 4dr. Auto 4sp 3.8i
KDJ150R GXL Wagon 7st 5dr Man 6sp 4x4 3.0DT
VZ MY06 Executive Sedan 4dr. Auto 4sp 3.6i
MN MY10 GLX Cab Chassis Single Cab 2dr Man 5sp 4x4 1282kg 2.5DT
RZN149R Utility Dual Cab 4dr Auto 4sp 1331kg 2.7i
R53 Cooper S Hatchback 3dr Man 6sp 1.6SC
VDJ78R Workmate Troopcarrier Wagon 3dr Man 5sp 4x4 4.5DT (3 seat)
C11 ST Sedan 4dr Auto 4sp 1.8i
BA Futura Wagon 5dr Spts Auto 4sp 4.0i
J31 MY06 Ti Sedan 4dr CVT 6sp 3.5i
PJ XLT Utility Crew Cab 4dr Auto 5sp 4x4 3.0DT
D40 RX Utility Dual Cab 4dr Auto 5sp 4x4 865kg 2.5DT
VE II Omega Sedan 4dr. Spts Auto 6sp 3.0i
VR Executive Sedan 4dr. Auto 4sp 3.8i
ZZE122R Ascent Hatchback 5dr Man 5sp 1.8i
S3 MY12 X Wagon 5dr Spts Auto 4sp AWD 2.5i
HZJ75RP Cab Chassis Single Cab 2dr Man 5sp 4x4 4.2D
XF Ghia Sedan 4dr Auto 3sp 4.1
TJ Series 2 Executive Wagon 5dr Auto 4sp 3.5i
BA XT Sedan 4dr Spts Auto 4sp 4.0i
ZH MY11 LS Wagon 5dr CVT 6sp 4x4 2.4i
BF Mk II XT Sedan 4dr Spts Auto 4sp 4.0i
FD MY09 SX cw Wagon 5dr. Auto 4sp 2.0i
C209 MY08 Avantgarde Coupe 2dr Auto 7sp 3.0i
RA MY07 LX Cab Chassis Single Cab 2dr. Man 5sp 1332kg 3.0DT
CJ MY09 ES Sedan 4dr CVT 6sp 2.0i
S4 MY13 2.5i-S Wagon 5dr Lineartronic 6sp AWD
VT Acclaim Sedan 4dr. Auto 4sp 3.8i
T31 ST Wagon 5dr CVT 1sp 4x4 2.5i
MN MY10 GLX-R Utility Double Cab 4dr Spts Auto 5sp 4x4 938kg 2.5DT
CC Executive Wagon 5dr Auto 4sp 1.8i
S3 MY09 X Wagon 5dr Spts Auto 4sp AWD 2.5i
CG MY08 CX Wagon 7st 5dr. Spts Auto 5sp AWD 2.0DT
VH Van Mid Roof MWB 4dr Seq. Mac 5sp 1530kg 2.4DT
HZJ105R Standard Wagon 6st 5dr Man 5sp 4x4 4.2D
FG MkII XT EcoLPi Sedan 4dr Spts Auto 6sp 4.0Gi
JC MY12 SXT Wagon 7st 5dr Auto 6sp 3.6i
SY Ghia Wagon 5dr Spts Auto 6sp AWD 4.0i
A101 Xi Sedan 5dr Man 5sp 1.6i
RA LX Cab Chassis Space Cab 2dr. Man 5sp 1300kg 3.5i
ACA33R MY08 CV Wagon 5dr Auto 4sp 4x4 2.4i
C11 MY07 ST Sedan 4dr Auto 4sp 1.8i
LN172R MY04 Cab Chassis Xtra Cab 2dr Man 5sp 4x4 1137kg 3.0Di
NCP93R YRS Sedan 4dr Auto 4sp 1.5i
LW Trend Sedan 4dr PwrShift 6sp 2.0DT
GSV40R AT-X Sedan 4dr Spts Auto 6sp 3.5i
TS MY03 CD Hatchback 5dr. Auto 4sp 1.8i
ACA33R CV Wagon 5dr Auto 4sp 4x4 2.4i
i Softtop 3dr Man 5sp 4x4 1.8i
VZJ95R 50th Anniversary GXL Wagon 8st 5dr Auto 4sp 4x4 3.4i
ZRE182R Ascent Sport Hatchback 5dr S-CVT 7sp 1.8i
TJ Executive Wagon 5dr Auto 4sp 3.5i
ACV40R Altise Sedan 4dr Auto 5sp 2.4i
NCP93R MY10 YRS Sedan 4dr Auto 4sp 1.5i
VY SS Sedan 4dr. Man 6sp 5.7i
BA XT Sedan 4dr Spts Auto 4sp 4.0Gi (LPG Only)
AE101R CSi Seca Liftback 5dr Auto 4sp 1.6i
VZ Utility Extended Cab 2dr. Auto 4sp 827kg 3.6i
RA MY06 LX Cab Chassis Single Cab 2dr. Man 5sp 3.6i
WA GLX Wagon 8st 4dr Auto 4sp 750kg 2.4i
ACV40R MY10 Ateva Sedan 4dr Auto 5sp 2.4i (May )
GYL15R Luxury Wagon 5dr CVT 6sp 4x4 3.5i/123kW Hybrid
79V MY02 Limited Wagon 5dr Man 5sp AWD 2.0i
EL Futura Sedan 4dr Auto 4sp 4.0i
VX II Executive Sedan 4dr. Auto 4sp 3.8i
VT II Executive Sedan 4dr. Auto 4sp 3.8i
KDJ150R GX Wagon 5dr Spts Auto 5sp 4x4 3.0DT
EF Classique Executive Sedan 4dr. Man 5sp 2.5i
JH Series II MY12 SRi-V Hatchback 5dr. Spts Auto 6sp 1.4T
JH Series II MY12 CD Sedan 4dr. Spts Auto 6sp 1.8i
TS SRi Hatchback 3dr. Man 5sp 2.2i
VS III S Utility Extended Cab 2dr. Auto 4sp 710kg 5.0i
CE2 GLi Coupe 2dr Man 5sp 1.5i
NCP131R ZR Hatchback 3dr Man 5sp 1.5i
X3 Sprint Hatchback 3dr. Man 5sp 1.5i
D22 MY03 DX Utility Dual Cab 4dr Man 5sp 4x4 1070kg 3.0DT
TH Advance Sedan 4dr Auto 4sp 3.5i
HDJ78R RV Troopcarrier Wagon 3dr Man 5sp 4x4 4.2DT (5st)
TR Executive Sedan 4dr Auto 4sp 2.6i
VZ Acclaim Wagon 5dr. Auto 4sp 3.6i
ZRE182R Levin SX Hatchback 5dr S-CVT 7sp 1.8i
ACV40R Ateva Sedan 4dr Auto 5sp 2.4i
L251RS Hatchback 3dr Man 5sp 1.0i
MCV20R CSi Wagon 5dr Auto 4sp 3.0i
B5 MY13 2.5i Sedan 4dr Lineartronic 6sp AWD
KE TX3 Hatchback 3dr Man 5sp 1.6i
D40 S6 RX Utility Dual Cab 4dr Auto 5sp 4x2 960kg 2.5DT
S3 MY10 X Wagon 5dr Spts Auto 4sp AWD 2.5i
AH MY06 CDX Coupe 2dr. Man 5sp 1.8i
D22 S5 ST-R Utility Dual Cab 4dr Man 5sp 4x4 1018kg 2.5DT
KUN26R MY12 SR Utility Double Cab 4dr Auto 4sp 4x4 840kg 3.0DT
AU II XR6 Sedan 4dr Auto 4sp 4.0i
GU IV MY05 ST-S Wagon 7st 5dr Auto 4sp 4x4 3.0DT
C219 MY07 Coupe 4dr Spts Auto 7sp 3.5i
NX MY15 GLX Wagon 7st 5dr Spts Auto 5sp 4x4 3.2DT
GSU45R MY12 KX-S Wagon 7st 5dr Spts Auto 5sp AWD 3.5i
HZJ75RV Troopcarrier Hardtop 11st 2dr Man 5sp 4x4 4.2D
KUN26R MY10 SR5 Utility Dual Cab 4dr Auto 4sp 4x4 910kg 3.0DT
MY08 D5 Wagon 5dr Spts Auto 5sp 2.4DT
GSJ15R Wagon 5dr Auto 5sp 4x4 4.0i
BK10F1 Maxx Sport Hatchback 5dr Spts Auto 4sp 2.0i
1st Gen Wagon 6st 5dr. Auto 4sp 2.2i
ZN6 GT Coupe 2dr Man 6sp 2.0i
GH1051 Classic Wagon 5dr Spts Auto 5sp 2.5i
W204 Avantgarde Sedan 4dr Spts Auto 5sp 1.8SC
RZN149R MY02 Cab Chassis Single Cab 2dr Auto 4sp 1519kg 2.7i
VE II MY12 Omega Sedan 4dr. Spts Auto 6sp 3.0i
HZJ75RV Troopcarrier Hardtop 11st 4dr Man 5sp 4x4 4.2D
VE II Omega Sportwagon 5dr. Spts Auto 6sp 3.0i
HZJ75RP Cab Chassis Single Cab 2dr Man 5sp 4x4 1000kg 4.2D
VF2 Active Sedan 4dr. Spts Auto 6sp 2.0i
WK Sedan 4dr. Auto 4sp 5.7i
AH MY05 CD Hatchback 5dr. Auto 4sp 1.8i
RZN149R Utility Single Cab 2dr Man 5sp 1421kg 2.7i
NCP130R YR Hatchback 5dr Auto 4sp 1.3i
CE Hatchback 3dr Man 5sp 1.5i
AU III XR6 VCT Sedan 4dr Auto 4sp 4.0i
SXV20R Conquest Wagon 5dr Auto 4sp 2.2i
BF Mk III XT Wagon 5dr Spts Auto 4sp 4.0Gi (LPG Only)
VS II Sedan 4dr. Auto 4sp 5.0i
BF XR6 Sedan 4dr Spts Auto 6sp 4.0i
VE MY08.5 V Sedan 4dr. Spts Auto 5sp 3.6i
TJ MY02 Executive Sedan 4dr Auto 4sp 3.0i
BA XL Ute Super Cab 2dr Spts Auto 4sp 765kg 4.0Gi
BF XR6 Sedan 4dr Spts Auto 4sp 4.0i
GGN15R MY07 SR Utility Xtra Cab 2dr Auto 5sp 1190kg 4.0i
MK GLX Utility Double Cab 4dr Man 5sp 4x4 1115kg 2.8D
BA11P3 Astina Hardtop 4dr Man 5sp 1.8i
NJ GLS Wagon 7st 5dr Auto 4sp 4x4 3.5i
FG EcoLPi Ute Super Cab 2dr Spts Auto 6sp 693kg 4.0Gi
SXV10R CSi Wagon 5dr Auto 4sp 2.2i
D22 MY09 ST-R Utility Dual Cab 4dr Man 5sp 4x4 1037kg 2.5DT (D22)
AU III XR8 Sedan 4dr Man 5sp 5.0i
ZRE152R Ascent Hatchback 5dr Man 6sp 1.8i
2H TDI400 Utility Dual Cab 4dr Man 6sp 4MOT 1040kg 2.0DTT
MCV36R MY06 Altise Limited Sedan 4dr Auto 4sp 3.0i
KUN16R MY05 SR Utility Dual Cab 4dr Man 5sp 1045kg 3.0DT
VZJ95R VX Grande Wagon 8st 5dr Auto 4sp 4x4 3.4i
TL ES Sedan 4dr Spts Auto 4sp 3.5i
XC Hatchback 3dr. Man 5sp 1.4i
NT MY11 GLS Wagon 7st 5dr Spts Auto 5sp 4x4 3.8i
KDJ120R GXL Wagon 8st 5dr Man 6sp 4x4 3.0DT
VT II Olympic Sedan 4dr. Auto 4sp 3.8i
VX Wagon 5dr. Auto 4sp 3.8i
CG Series II 7 CX Wagon 7st 5dr. Spts Auto 6sp AWD 2.2DT
638 113 Van 5dr Auto 4sp 1135kg 2.0i
BA Mk II Futura Wagon 5dr Spts Auto 4sp 4.0i
KZJ120R GXL Wagon 8st 5dr Man 5sp 4x4 3.0DT
BF XT Sedan 4dr Spts Auto 4sp 4.0i
CM MY08 Elite Wagon 7st 5dr. Spts Auto 5sp 4x4 2.2DT
GSE20R MY09 Prestige Sedan 4dr Spts Auto 6sp 2.5i
TF R9 LX Cab Chassis Single Cab 2dr. Man 5sp 1362kg 3.2i
EL XR6 Sedan 4dr Auto 4sp 4.0i
BA XL Ute Super Cab 2dr Spts Auto 4sp 765kg 4.0i (Flr)
LM MY12 Elite Wagon 5dr. Spts Auto 6sp AWD 2.4i
BF XT Wagon 5dr Spts Auto 4sp 4.0i
PB (KH) MY12 Wagon 5dr Spts Auto 5sp 4x4 2.5DT
VY S Utility Extended Cab 2dr. Auto 4sp 710kg 3.8i
VZ Acclaim Sedan 4dr. Auto 4sp 3.6i
BF Mk II XT Wagon 5dr Spts Auto 4sp 4.0i
8th Gen VTi-L Sedan 4dr. Spts Auto 5sp 2.4i
ZZE122R 5Y Ascent Hatchback 5dr Auto 4sp 1.8i
VX II S Sedan 4dr. Auto 4sp 3.8i
SV21 Executive Wagon 5dr Auto 4sp 2.0i
VE II International Sedan 4dr. Spts Auto 6sp 3.0i
J10 Series II +2 Ti Hatch 7st 5dr X-tronic 6sp 2.0i
KDH201R MY08 Van LWB 4dr Man 5sp 1030kg 3.0DT
RC MY10 LX Utility Crew Cab 4dr. Man 5sp 4x4 1028kg 3.0DT
VT Acclaim Wagon 5dr. Auto 4sp 3.8i
BA XR6 Sedan 4dr Spts Auto 4sp 4.0i
1KM TDI Sedan 4dr DSG 6sp 2.0DT
GSU40R KX-R Wagon 7st 5dr Spts Auto 5sp 2WD 3.5i
RN85R Cab Chassis Single Cab 2dr Man 5sp 1000kg 2.4
MCV20R Conquest Sedan 4dr Auto 4sp 3.0i
J102 SX Wagon 5dr Auto 4sp 4x4 1.3i
VT II Acclaim Sedan 4dr. Auto 4sp 3.8i
HZJ80R Standard Wagon 6st 5dr Man 5sp 4x4 4.2D
JG CDX Sedan 4dr. Spts Auto 6sp 1.8i
KH Xi Sedan 4dr Auto 4sp 3.5i
NCP91R MY09 YRX Hatchback 5dr Auto 4sp 1.5i
NT MY11 GL Wagon 5dr Spts Auto 5sp 4x4 3.2DT
SY MKII TX Wagon 5dr Spts Auto 4sp 4.0i
SJ MY12 Van SWB 4dr Man 5sp 1015kg 2.4i
VE II MY12 Omega Sportwagon 5dr. Spts Auto 6sp 3.0i
AU II Sedan 4dr Auto 4sp 4.0i
VDJ78R MY10 Workmate Troopcarrier Wagon 3dr Man 5sp 4x4 4.5DT (3 seat)
NCP93R MY11 YRX Sedan 4dr Auto 4sp 1.5i
DY10Y2 Neo Hatchback 5dr Auto 4sp 1.5i
D22 MY10 ST-R Utility Dual Cab 4dr Man 5sp 4x4 1037kg 2.5DT
VE MY09.5 Omega Sedan 4dr. Auto 4sp 3.6PLi
PK XLT Utility Crew Cab 4dr Auto 5sp 4x4 1020kg 3.0DT
S3 MY09 XT Wagon 5dr Spts Auto 4sp AWD 2.5T
AU II Forte Sedan 4dr Auto 4sp 4.0i
VZ SS Sedan 4dr. Auto 4sp 5.7i
GSV40R Sportivo SX6 Sedan 4dr Spts Auto 6sp 3.5i
VS II Executive Sedan 4dr. Auto 4sp 3.8i
N14 CBU SSS Hatchback 5dr Man 5sp 2.0i
GU III MY03 ST Wagon 7st 5dr Man 5sp 4x4 4.2DT
VY Utility Extended Cab 2dr. Auto 4sp 830kg 3.8i
GSV40R MY10 Prodigy Sedan 4dr Spts Auto 6sp 3.5i
MCU28R CV Wagon 5dr Auto 5sp AWD 3.3i
GSU45R MY12 KX-R Wagon 5dr Spts Auto 5sp AWD 3.5i
UZS190R Sports Luxury Sedan 4dr Spts Auto 6sp 4.3i
BA XR8 Sedan 4dr Spts Auto 4sp 5.4i
VX SS Sedan 4dr. Auto 4sp 5.7i
RA MY05 LT Utility Crew Cab 4dr. Man 5sp 1109kg 3.5i
PA Wagon 5dr Man 5sp 4x4 3.0i
HZJ79R Cab Chassis Single Cab 2dr Man 5sp 4x4 1170kg 4.2D
KQ LXi Hatchback 5dr Auto 4sp 1.6i
TQ-V Van 5dr. Man 5sp 1007kg 2.4i
ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Jul )
RA MY07 DX Cab Chassis Single Cab 2dr. Man 5sp 4x4 1263kg 3.0DT
KUN26R MY12 SR Cab Chassis Double Cab 4dr Man 5sp 4x4 915kg 3.0DT
EP MY10 CDX Sedan 4dr. Spts Auto 6sp 2.0DT
VZ Executive Wagon 5dr. Auto 4sp 3.6i
VS S Utility Extended Cab 2dr. Auto 4sp 710kg 3.8i
TJ MY02 Advance Sedan 4dr Auto 4sp 3.5i
LN106R DX Utility Dual Cab 4dr Man 5sp 4x4 1000kg 2.8D
VX Executive Sedan 4dr. Auto 4sp 3.8i
HZJ78R Troopcarrier Wagon 11st 3dr Man 5sp 4x4 4.2D (11 seat)
AU III Futura Wagon 5dr Auto 4sp 4.0Gi (LPG Only)
VE MY09 Omega Sportwagon 5dr. Auto 4sp 3.6i
S3 MY10 2.0D Wagon 5dr Man 6sp AWD 2.0DT
VX Sedan 4dr. Auto 4sp 3.8SC
GSE20R Sports Luxury Sedan 4dr Spts Auto 6sp 2.5i
ZRE152R MY11 Ascent Hatchback 5dr Auto 4sp 1.8i
T30 II ST Wagon 5dr Auto 4sp 4x4 2.5i
GSU40R MY12 KX-R Wagon 5dr Spts Auto 5sp 2WD 3.5i
RZN149R Utility Dual Cab 4dr Man 5sp 1341kg 2.7i
TF R9 LX Utility Crew Cab 4dr. Man 5sp 4x4 1015kg 2.8DT
BF Mk II XT Wagon 5dr Spts Auto 4sp 4.0Gi (LPG Only)
ACV40R Grande Sedan 4dr Auto 5sp 2.4i
VZ Wagon 5dr. Auto 4sp 3.6i
GGN25R MY05 SR5 Utility Dual Cab 4dr Auto 5sp 4x4 1050kg 4.0i
1J MY02 V5 Sedan 4dr Spts Auto 5sp 2.3i
AH MY09 CDX Wagon 5dr. Auto 4sp 1.8i
PX XL Utility Double Cab 4dr Man 6sp 4x4 1132kg 3.2DT
CJ MY09 ES Sportback 5dr Man 5sp 2.0i
ZVW30R Liftback 5dr CVT 1sp 1.8i/60kW Hybrid
PK XL Utility Super Cab 4dr Man 5sp 4x4 1166kg 3.0DT
LV LX Hatchback 5dr Spts Auto 4sp 2.0i
KR42R Van 4dr Auto 4sp 944kg 1.8
ZRE172R SX Sedan 4dr S-CVT 7sp 1.8i
HJ75 Hardtop LWB 11st 2dr Man 5sp 4x4 4.0D
BF Mk II Futura Wagon 5dr Spts Auto 4sp 4.0i
GU 6 MY08 DX Cab Chassis Single Cab 2dr Man 5sp 4x4 3.0DT (Coil)
CU MY10 Luxury Sedan 4dr. Auto 5sp 2.4i
BF XT Wagon 5dr Spts Auto 4sp 4.0Gi (LPG Only)
VT II Acclaim Wagon 5dr. Auto 4sp 3.8i
MN MY12 GLX Utility Club Cab 2dr Man 5sp 4x4 1045kg 2.5DT
L38 Phase 2 Dynamique Sedan 4dr. CVT 6sp 2.0i
RC MY11 LX Utility Crew Cab 4dr. Man 5sp 4x4 1028kg 3.0DT
KK MY12 Limited Wagon 5dr Auto 4sp 4x4 3.7i
JH Series II MY13 CD Sedan 4dr. Spts Auto 6sp 1.4T
FG Ute Super Cab 2dr Spts Auto 4sp 720kg 4.0Gi (Flr)
BA XT Wagon 5dr Spts Auto 4sp 4.0i
XG GLi Van Longreach 3dr Auto 4sp 750kg 4.0i (Flr)
SZ TX Wagon 5dr Seq Sport Shift 6sp AWD 2.7DT
ZRE152R MY10 Ascent Hatchback 5dr Auto 4sp 1.8i
NCP90R MY09 YR Hatchback 3dr Man 5sp 1.3i
HD MY10 SX Sedan 4dr. Auto 4sp 2.0i
BF Mk II XR6 Sedan 4dr Spts Auto 4sp 4.0i
BK10F2 MY08 Maxx Sport Hatchback 5dr Spts Auto 4sp 2.0i
ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i
JH Series II MY11 CD Sedan 4dr. Spts Auto 6sp 1.4T
FG XT Sedan 4dr Spts Auto 5sp 4.0i
VY Acclaim Sedan 4dr. Auto 4sp 3.8i
JG CD Sedan 4dr. Spts Auto 6sp 1.8i
LS Ghia Sedan 4dr Spts Auto 4sp 2.0i
KUN26R MY10 SR Utility Dual Cab 4dr Man 5sp 4x4 1065kg 3.0DT
B2500 DX Cab Chassis Single Cab 2dr Man 5sp 4x4 1425kg 2.5DT
VZ MY06 SX6 Wagon 5dr. Auto 5sp 4WD 3.6i
GSU40R MY11 Grande Wagon 7st 5dr Spts Auto 5sp 2WD 3.5i
79V MY07 X Luxury Wagon 5dr Auto 4sp AWD 2.5i
SH Van SWB 4dr Auto 4sp 1000kg 2.0
YR39RV Van 4dr Man 5sp 1049kg 2.0
WL Sedan 4dr. Spts Auto 5sp 3.6i
VE MY09.5 Omega Sportwagon 5dr. Auto 4sp 3.6i
BA Mk II Futura Sedan 4dr Spts Auto 4sp 4.0i
ZRE152R Conquest Sedan 4dr Auto 4sp 1.8i
VZ MY06 Sedan 4dr. Spts Auto 5sp 3.6i
AVV50R Hybrid H Sedan 4dr CVT 1sp 2.5i/105kW Hybrid
SXV20R CSi Sedan 4dr Auto 4sp 2.2i
P28 MY08 LE Wagon 7st 5dr Spts Auto 6sp 4x4 3.2i
VDJ79R Workmate Cab Chassis Single Cab 2dr Man 5sp 4x4 1255kg 4.5DT
VZ MY06 Acclaim Sedan 4dr. Auto 4sp 3.6i
TF DLX Utility Crew Cab 4dr. Man 5sp 1000kg 2.6i
NCP93R MY11 YRS Sedan 4dr Auto 4sp 1.5i
MHU38R Wagon 5dr CVT 1sp 4x4 3.3i/123kW Hybrid
ACA38R MY12 CV Wagon 5dr Auto 4sp 4x2 2.4i
VE MY09.5 International Sedan 4dr. Auto 4sp 3.6i
B17 ST Sedan 4dr CVT 1sp 1.8i
Limited Wagon 5dr Man 5sp 4x4 2.0i
AU II XLS Ute Super Cab 2dr Auto 4sp 580kg 4.0i
FG XT Sedan 4dr Spts Auto 6sp 4.0i
VZJ95R RV6 Wagon 8st 5dr Auto 4sp 4x4 3.4i
KDH201R Van LWB 4dr Man 5sp 1030kg 3.0DT
FD MY11 SX Hatchback 5dr. Auto 4sp 2.0i (Oct )
2H MY12.5 TDI420 Trendline Utility Dual Cab 4dr Auto 8sp 4MOTION Perm 1014kg 2.0DTT
AE112R Ascent Seca Liftback 5dr Auto 4sp 1.8i
TF Advance Sedan 4dr Auto 4sp 3.0i
SY Ghia Wagon 5dr Spts Auto 4sp 4.0i (RWD)
LC GL Hatchback 5dr. Man 5sp 1.5i
GU 6 MY08 ST Wagon 7st 5dr Man 5sp 4x4 3.0DT
KQ LXi Sedan 4dr Auto 4sp 1.6i
MB LX Wagon 5dr Spts Auto 6sp 2.3i
RZN149R MY04 Utility Single Cab 2dr Man 5sp 1413kg 2.7i
AU III XR8 Ute Super Cab 2dr Auto 4sp 643kg 5.0i
MH MX Cab Chassis Single Cab 2dr Man 5sp 1200kg 2.6
VP SS Sedan 4dr. Man 5sp 5.0i
VF MY14 Ute Extended Cab 2dr. Spts Auto 6sp 3.6i
ZH MY12 LS Wagon 5dr CVT 6sp 4x4 2.4i
AH MY07 CD Wagon 5dr. Auto 4sp 1.8i
BA XR6 Sedan 4dr Man 5sp 4.0i
WA Walk-Thru Van 5dr Auto 4sp 1150kg 2.4i
VT S Sedan 4dr. Auto 4sp 3.8i
T7 MY13 CC Allure Convertible 2dr Spts Auto 6sp 1.6T
FG Cab Chassis Super Cab 2dr Spts Auto 5sp 1235kg 4.0i (Flr)
G3 MY10 R Sedan 4dr Spts Auto 4sp AWD 2.0i
X3 Sprint Twin Cam Hatchback 3dr. Auto 4sp 1.5i
KUN26R MY09 SR Cab Chassis Single Cab 2dr Man 5sp 4x4 1095kg 3.0DT
NHW20R Liftback 5dr CVT 1sp 1.5i/50kW Hybrid
AU III Futura Sedan 4dr Auto 4sp 4.0i
VG Van LWB 4dr Man 5sp 1810kg 2.0i
ZRE152R Conquest Hatchback 5dr Auto 4sp 1.8i
